Id           ,Label                                                    ,category ,modularity_class_diseases
PA445217     ,exocrine pancreatic insufficiency                        ,Disease  ,                       17
PA446138     ,gastrinoma                                               ,Disease  ,                       17
DOID:2479    ,central nervous system origin vertigo                    ,Disease  ,                       13
DOID:9368    ,keratoconjunctivitis                                     ,Disease  ,                        7
DOID:2485    ,phosphorus metabolism disease                            ,Disease  ,                       13
DOID:2113    ,coccidiosis                                              ,Disease  ,                       12
DOID:2883    ,prostatic adenoma                                        ,Disease  ,                        3
DOID:9847    ,peripheral vertigo                                       ,Disease  ,                       13
DOID:8717    ,pressure ulcer                                           ,Disease  ,                        7
DOID:10140   ,dry eye syndrome                                         ,Disease  ,                       18
DOID:11030   ,corneal edema                                            ,Disease  ,                       18
DOID:12926   ,hypodermyasis                                            ,Disease  ,                        4
DOID:660     ,adrenal cortex cancer                                    ,Disease  ,                        1
DOID:0060496 ,respiratory allergy                                      ,Disease  ,                       16
PA444784     ,mucopolysaccharidosis i                                  ,Disease  ,                       19
PA445032     ,myotonia congenita                                       ,Disease  ,                       20
PA165108853  ,ovarian hyperstimulation syndrome                        ,Disease  ,                       21
PA443343     ,"anemia, hemolytic"                                      ,Disease  ,                       22
PA445431     ,proteinuria                                              ,Disease  ,                       23
PA446020     ,varicose veins                                           ,Disease  ,                       24
PA444487     ,homocystinuria                                           ,Disease  ,                       25
PA445081     ,nephritis                                                ,Disease  ,                       26
PA443332     ,amyotrophic lateral sclerosis                            ,Disease  ,                       27
PA447195     ,anorexia nervosa                                         ,Disease  ,                       28
PA445256     ,"parkinson disease, secondary"                           ,Disease  ,                       29
PA165108352  ,pituitary dependent hypercortisolism                     ,Disease  ,                       30
PA444996     ,"muscular atrophy, spinal"                               ,Disease  ,                       31
PA447025     ,"muscular dystrophy, duchenne"                           ,Disease  ,                       32
PA447192     ,"uveitis, anterior"                                      ,Disease  ,                       33
PA445520     ,"respiratory distress syndrome, adult"                   ,Disease  ,                       34
PA165108167  ,schistosoma mansonii infection                           ,Disease  ,                       35
PA443899     ,diarrhea                                                 ,Disease  ,                       36
PA446575     ,lymphangioleiomyomatosis                                 ,Disease  ,                       37
DOID:866     ,vein disorder                                            ,Disease  ,                       38
DOID:9699    ,ophthalmia neonatorum                                    ,Disease  ,                       39
DOID:6498    ,seborrheic keratosis                                     ,Disease  ,                       40
DOID:8549    ,chronic ulcer of skin                                    ,Disease  ,                       41
DOID:8454    ,ariboflavinosis                                          ,Disease  ,                       42
DOID:5812    ,bare lymphocyte syndrome 2                               ,Disease  ,                       43
DOID:3049    ,churg-strauss syndrome                                   ,Disease  ,                       44
DOID:11120   ,psychologic dyspareunia                                  ,Disease  ,                       45
DOID:655     ,inherited metabolic disorder                             ,Disease  ,                       46
DOID:0050925 ,small intestine carcinoid neuroendocrine tumor           ,Disease  ,                       47
DOID:974     ,upper respiratory tract disease                          ,Disease  ,                       48
DOID:5113    ,nutritional deficiency disease                           ,Disease  ,                       49
DOID:1947    ,trichomoniasis                                           ,Disease  ,                       50
DOID:2170    ,vaginitis                                                ,Disease  ,                       51
DOID:906     ,peroxisomal disease                                      ,Disease  ,                       52
DOID:424     ,pulmonary immaturity                                     ,Disease  ,                       53
DOID:2964    ,periarthritis                                            ,Disease  ,                       54
DOID:10273   ,heart conduction disease                                 ,Disease  ,                       55
DOID:11227   ,acute hemorrhagic conjunctivitis                         ,Disease  ,                       56
DOID:8456    ,choline deficiency disease                               ,Disease  ,                       57
PA445208     ,pain                                                     ,Disease  ,                       58
PA162263534  ,ototoxicity                                              ,Disease  ,                       59
PA166123298  ,over-anticoagulation                                     ,Disease  ,                       60
PA133888799  ,organ transplantation                                    ,Disease  ,                       61
PA445043     ,opioid-related disorders                                 ,Disease  ,                       62
PA166252441  ,primary central nervous system lymphoma                  ,Disease  ,                       63
PA447240     ,peptic ulcer                                             ,Disease  ,                       64
PA447208     ,mental disorders                                         ,Disease  ,                       65
PA166114457  ,lung transplantation                                     ,Disease  ,                       66
PA447247     ,liver transplantation                                    ,Disease  ,                       67
PA162316739  ,maculopapular exanthema                                  ,Disease  ,                       68
PA445048     ,nausea                                                   ,Disease  ,                       69
PA166122058  ,mucositis                                                ,Disease  ,                       70
PA165817398  ,myelosuppression                                         ,Disease  ,                       71
PA164925725  ,toxic liver disease                                      ,Disease  ,                       72
PA166129534  ,time above therapeutic range                             ,Disease  ,                       73
PA166129531  ,time in therapeutic range                                ,Disease  ,                       74
PA166129532  ,time to therapeutic inr                                  ,Disease  ,                       75
PA447054     ,stroke                                                   ,Disease  ,                       76
PA445802     ,tachycardia                                              ,Disease  ,                       77
PA446051     ,vomiting                                                 ,Disease  ,                       78
PA445973     ,ulcer                                                    ,Disease  ,                       79
PA445522     ,respiratory insufficiency                                ,Disease  ,                       80
PA447215     ,psychotic disorders                                      ,Disease  ,                       81
PA166163391  ,statin-related myopathy                                  ,Disease  ,                       82
PA445738     ,stevens-johnson syndrome                                 ,Disease  ,                       83
PA166120929  ,severe cutaneous adverse reactions                       ,Disease  ,                       84
PA166128121  ,cardiotoxicity                                           ,Disease  ,                       85
PA443610     ,carcinoma                                                ,Disease  ,                       86
PA447278     ,depression                                               ,Disease  ,                       87
PA166159953  ,dose reduction                                           ,Disease  ,                       88
PA443936     ,drug hypersensitivity                                    ,Disease  ,                       89
PA166119041  ,drug-induced liver injury                                ,Disease  ,                       90
PA166120927  ,drug reaction with eosinophilia and systemic symptoms    ,Disease  ,                       91
PA446879     ,alcohol-related disorders                                ,Disease  ,                       92
PA166123306  ,agitation                                                ,Disease  ,                       93
PA165108401  ,acute coronary syndrome                                  ,Disease  ,                       94
PA444552     ,hypertension                                             ,Disease  ,                       95
PA444516     ,hypercholesterolemia                                     ,Disease  ,                       96
PA444511     ,hyperbilirubinemia                                       ,Disease  ,                       97
PA166123007  ,hematopoietic stem cell transplantation                  ,Disease  ,                       98
PA166252442  ,hematotoxicity                                           ,Disease  ,                       99
PA444411     ,hemolysis                                                ,Disease  ,                      100
PA166122646  ,hemopoietic stem cell transplant                         ,Disease  ,                      101
PA444417     ,hemorrhage                                               ,Disease  ,                      102
PA447230     ,hiv infections                                           ,Disease  ,                      103
PA166169562  ,laparoscopic sleeve gastrectomy                          ,Disease  ,                      104
PA165817016  ,kidney transplantation                                   ,Disease  ,                      105
PA444773     ,leukopenia                                               ,Disease  ,                      106
PA443937     ,drug toxicity                                            ,Disease  ,                      107
PA443994     ,edema                                                    ,Disease  ,                      108
PA166185295  ,dysphoria                                                ,Disease  ,                      109
PA166114458  ,heart transplantation                                    ,Disease  ,                      110
PA166123431  ,heart valve replacement                                  ,Disease  ,                      111
PA166048740  ,helicobacter infections                                  ,Disease  ,                      112
PA444255     ,gastroesophageal reflux                                  ,Disease  ,                      113
