DrugBank ID	Name	SMILES	InChI	Generic Names	Wikidata URL
13026	ornidazole	CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]	InChI=1S/C7H10ClN3O3/c1-5-9-3-7(11(13)14)10(5)4-6(12)2-8/h3,6,12H,2,4H2,1H3	1-(2-hydroxy-3-chloropropyl)-2-methyl-5-nitroimidazole ; 1-(3-chloro-2-hydroxypropyl)-2-methyl-5-nitroimidazole ; alpha-(chloromethyl)-2-methyl-5-nitro-1H-imidazole-1-ethanol ; Ornidazole ; Ro 7-0207	http://www.wikidata.org/entity/Q2358146
12270	losmapimod	CC1=C(C=C(C=C1C2=NC=C(C=C2)C(=O)NCC(C)(C)C)C(=O)NC3CC3)F	InChI=1S/C22H26FN3O2/c1-13-17(9-15(10-18(13)23)21(28)26-16-6-7-16)19-8-5-14(11-24-19)20(27)25-12-22(2,3)4/h5,8-11,16H,6-7,12H2,1-4H3,(H,25,27)(H,26,28)	GS856553 ; GW856553 ; Losmapimod	http://www.wikidata.org/entity/Q6683687
05245	silver sulfadiazine	C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+]	InChI=1S/C10H9N4O2S.Ag/c11-8-2-4-9(5-3-8)17(15,16)14-10-12-6-1-7-13-10;/h1-7H,11H2;/q-1;+1	SSD ; Thermazene ; Silver sulphadiazine ; Flamazine ; Sildaflo ; Silvadene ; Silver sulfadiazinate ; Silver sulfadiazine ; Ssd Af ; Sulfadiazine silver ; Sulfadiazine silver salt	http://www.wikidata.org/entity/Q420984
01082	streptomycin	CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O	InChI=1S/C21H39N7O12/c1-5-21(36,4-30)16(40-17-9(26-2)13(34)10(31)6(3-29)38-17)18(37-5)39-15-8(28-20(24)25)11(32)7(27-19(22)23)12(33)14(15)35/h4-18,26,29,31-36H,3H2,1-2H3,(H4,22,23,27)(H4,24,25,28)/t5-,6-,7+,8-,9-,10-,11+,12-,13-,14+,15+,16-,17-,18-,21+/m0/s1	SM ; Streptomycin ; STREPTOMYCIN ; Kantrex ; Estreptomicina ; [2-Deoxy-2-(dimethylamino)-alpha-L-glucopyranosyl]-(1->2)-[5-deoxy-3-C-formyl-alpha-L-lyxofuranosyl]-(1->4)-{n',n'''-[(1,3,5/2,4,6)-2,4,5,6-tetrahydroxycyclohexane-1,3-diyl]diguanidine} ; 2,4-diguanidino-3,5,6-trihydroxycyclohexyl 5-deoxy-2-O-(2-deoxy-2-methylamino-alpha-L-glucopyranosyl)-3-C-formyl-beta-L-lyxopentanofuranoside ; 2,4-Diguanidino-3,5,6-trihydroxycyclohexyl 5-deoxy-2-O-(2-deoxy-2-methylamino-alpha-L-glucopyranosyl)-3-C-formyl-beta-L-lyxopentanofuranoside ; streomycin ; Streptomicina ; Streptomyzin	http://www.wikidata.org/entity/Q192717
06616	bosutinib	CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC	InChI=1S/C26H29Cl2N5O3/c1-32-6-8-33(9-7-32)5-4-10-36-25-13-21-18(11-24(25)35-3)26(17(15-29)16-30-21)31-22-14-23(34-2)20(28)12-19(22)27/h11-14,16H,4-10H2,1-3H3,(H,30,31)	Bosutinib ; 3-quinolinecarbonitrile, 4-((2,4-dichloro-5-methoxyphenyl)amino)-6-methyl-1-piperazinyl)propoxy)- ; 4-((2,4-dichloro-5-methoxyphenyl)amino)-6-methoxy-7-(3-(4-methyl-1-piperazinyl)propoxy)-3-quinolinecarbonitrile ; 4-((2,4-Dichloro-5-methoxyphenyl)amino)-6-methoxy-7-(3-(4-methyl-1-piperazinyl)propoxy)-3-quinolinecarbonitrile ; 4-((2,4-dichloro-5-methoxyphenyl)amino)-6-methoxy-7-(3-(4-methylpiperazin-1-yl)propoxy)quinoline-3-carbonitrile ; Bosulif® ; Bosutinib Monohydrate ; bosutinibum ; SK 606 ; SK-606 ; SKI 606 ; SKI-606	http://www.wikidata.org/entity/Q894611
00661	verapamil	CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC	InChI=1S/C27H38N2O4/c1-20(2)27(19-28,22-10-12-24(31-5)26(18-22)33-7)14-8-15-29(3)16-13-21-9-11-23(30-4)25(17-21)32-6/h9-12,17-18,20H,8,13-16H2,1-7H3	Verapamil ; Ansyr® ; CP-165331 / CP-16533-1 ; Iproveratril ; Securon® ; Vérapamil ; Verapamilo ; Verapamilum	http://www.wikidata.org/entity/Q410291
00964	apraclonidine	C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl	InChI=1S/C9H10Cl2N4/c10-6-3-5(12)4-7(11)8(6)15-9-13-1-2-14-9/h3-4H,1-2,12H2,(H2,13,14,15)	Apraclonidine ; 4-Aminoclonidine ; AL-02145 ; Apraclonidina ; Apraclonidinum ; Iopidine®	http://www.wikidata.org/entity/Q4781812
14126	tenofovir	CC(CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)O	InChI=1S/C9H14N5O4P/c1-6(18-5-19(15,16)17)2-14-4-13-7-8(10)11-3-12-9(7)14/h3-4,6H,2,5H2,1H3,(H2,10,11,12)(H2,15,16,17)/t6-/m1/s1	(R)-9-(2-phosphonomethoxypropyl)adenine ; (R)-PMPA ; Anh. tenofovir ; Anhydrous tenofovir ; GS-1278 ; PMPA ; TDF ; Tenofovir (anh.) ; tenofovir anhydrous ; tenofovir disoproxil ; Viread	http://www.wikidata.org/entity/Q155954
01103	quinacrine	CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC	InChI=1S/C23H30ClN3O/c1-5-27(6-2)13-7-8-16(3)25-23-19-11-9-17(24)14-22(19)26-21-12-10-18(28-4)15-20(21)23/h9-12,14-16H,5-8,13H2,1-4H3,(H,25,26)	Mepacrine ; 2-methoxy-6-chloro-9-diethylaminopentylaminoacridine ; 2-Methoxy-6-chloro-9-diethylaminopentylaminoacridine ; 3-chloro-7-methoxy-9-(1-methyl-4-diethylaminobutylamino)acridine ; 3-chloro-7-Methoxy-9-(1-methyl-4-diethylaminobutylamino)acridine ; 6-chloro-9-((4-(diethylamino)-1-methylbutyl)amino)-2-methoxyacridine ; 6-chloro-9-((4-(Diethylamino)-1-methylbutyl)amino)-2-methoxyacridine ; GNF-Pf-5448 ; N(4)-(6-chloro-2-Methoxy-9-acridinyl)-N(1),N(1)-diethyl-1,4-pentanediamine ; N4-(6-chloro-2-methoxy-9-acridinyl)-N1,N1-diethyl-1,4-pentanediamine ; Quinacrine	http://www.wikidata.org/entity/Q417208
00624	testosterone	CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C	InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-17,21H,3-10H2,1-2H3/t14-,15-,16-,17-,18-,19-/m0/s1	Testosterona ; Testosterone ; Mertestate ; Virosterone ; Testosteron ; (+-)-8-iso-testosterone ; (+-)-retrotestosterone ; (+-)-testosterone ; (+)-testosterone ; (17b)-17-hydroxy-androst-4-en-3-one ; (1S,2R,10R,11S,14S,15S)-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one ; 13-Iso-testosterone ; 17-Hydroxy-10,13-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one ; 17-Hydroxy-androst-4-en-3-one ; 17-Hydroxy-D4-androsten-3-one ; 17a-Hydroxy-(13a)-androst-4-en-3-one ; 17a-Hydroxy-13a-androst-4-en-3-one ; 17a-Hydroxy-14b-androst-4-en-3-one ; 17a-Hydroxy-androst-4-en-3-one ; 17b-Hydroxy-(10a)-androst-4-en-3-one ; 17b-Hydroxy-(13a)-androst-4-en-3-one ; 17b-Hydroxy-(8a,10a)-androst-4-en-3-one ; 17b-Hydroxy-(8a)-androst-4-en-3-one ; 17b-Hydroxy-(9b,10a)-androst-4-en-3-one ; 17b-Hydroxy-(9b)-androst-4-en-3-one ; 17b-Hydroxy-13a-androst-4-en-3-one ; 17b-Hydroxy-8a-androst-4-en-3-one ; 17b-Hydroxy-androst-4-en-3-on ; 17b-Hydroxy-androst-4-en-3-one ; 17b-Hydroxy-D4-androsten-3-one ; 17b-Hydroxyandrost-4-en-3-one ; 17b-Hydroxyandrost-4-ene-3-one ; 17b-Testosterone ; 17beta-hydroxy-4-androsten-3-one ; 17beta-Hydroxy-4-androsten-3-one ; 4-androsten-17beta-ol-3-one ; 4-androsten-17β-ol-3-one ; 4-Androsten-3-one-17b-ol ; 8-Iso-testosterone ; 9b-Testosterone ; 9b,10a-Testosterone ; Androst-4-en-17b-ol-3-one ; Androst-4-ene-17b-ol-3-one ; D4-Androsten-17b-ol-3-one ; Lumitestosteron ; Rac-17b-hydroxy-(13a)androst-4-en-3-one ; Rac-17b-hydroxy-(8a)-androst-4-en-3-one ; Rac-17b-hydroxy-(9b,10a)androst-4-en-3-one ; Rac-17b-hydroxy-androst-4-en-3-one ; Retrotestosterone ; Testostérone ; Testosteronum ; Testrone	http://www.wikidata.org/entity/Q1318776
00963	bromfenac	C1=CC(=C(C(=C1)CC(=O)O)N)C(=O)C2=CC=C(C=C2)Br	InChI=1S/C15H12BrNO3/c16-11-6-4-9(5-7-11)15(20)12-3-1-2-10(14(12)17)8-13(18)19/h1-7H,8,17H2,(H,18,19)	[2-amino-3-(4-bromo-benzoyl)-phenyl]-acetic acid ; 2-amino-3-(4-bromobenzoyl)benzeneacetic acid ; AHR-10282B	http://www.wikidata.org/entity/Q2487682
01613	erythrityl tetranitrate	C(C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]	InChI=1S/C4H6N4O12/c9-5(10)17-1-3(19-7(13)14)4(20-8(15)16)2-18-6(11)12/h3-4H,1-2H2/t3-,4+	(2R*,3S)-rel-1,2,3,4-butanetetroltetranitrate ; 1,2,3,4-Butanetetralyl tetranitrate ; Cardilate ; Eritrityl tetranitrate ; Eritrityli tetranitras ; Erythritol tetranitrate ; Erythrityl Tetranitrate ; Erythrol tetranitrate ; ETN ; Meso-erythritol tetranitrate ; Tetranitrate d'eritrityle ; Tetranitrato de eritritilo ; Tetranitrin ; Tetranitrol	http://www.wikidata.org/entity/Q417174
08874	fidaxomicin	O=C(OC1C(O)C(OC)C(OCC2=CC=CCC(O)C(=CC(CC)C(OC3OC(C)(C)C(OC(=O)C(C)C)C(O)C3O)C(=CC(=CCC(OC2=O)C(O)C)C)C)C)OC1C)C=4C(O)=C(Cl)C(O)=C(Cl)C4CC	InChI=1S/C52H74Cl2O18/c1-13-30-22-26(6)33(56)18-16-15-17-31(23-66-51-45(65-12)42(61)44(29(9)67-51)69-49(64)35-32(14-2)36(53)39(58)37(54)38(35)57)48(63)68-34(28(8)55)20-19-25(5)21-27(7)43(30)70-50-41(60)40(59)46(52(10,11)72-50)71-47(62)24(3)4/h15-17,19,21-22,24,28-30,33-34,40-46,50-51,55-61H,13-14,18,20,23H2,1-12H3/b16-15+,25-19+,26-22+,27-21+,31-17+/t28-,29-,30+,33+,34+,40-,41+,42+,43+,44-,45+,46+,50-,51-/m1/s1	Difimicin ; Lipiarmicin ; Lipiarmycin ; Lipiarrmycin ; OPT 80 ; OPT-80 ; PAR 101 ; PAR-101 ; Tiacumicin B ; Dificid	http://www.wikidata.org/entity/Q5446672
00428	α-streptozocin	CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O	InChI=1S/C8H15N3O7/c1-11(10-17)8(16)9-4-6(14)5(13)3(2-12)18-7(4)15/h3-7,12-15H,2H2,1H3,(H,9,16)/t3-,4-,5-,6-,7+/m1/s1	Streptozocin ; -nitrosomethylharnstoff ; 2-Deoxy-2-(((methylnitrosoamino)carbonyl)amino)-D-glucopyranose ; 2-Deoxy-2-(3-methyl-3-nitrosoureido)-D-glucopyranose ; Estreptozocina ; N-D-Glucosyl-(2)-n' ; N-D-Glucosyl-(2)-n'-nitrosomethylharnstoff ; N-D-Glucosyl-(2)-n'-nitrosomethylurea ; Streptozocine ; Streptozocinium ; Streptozocinum ; Streptozotocin ; Zanosar	http://www.wikidata.org/entity/Q257331
12466	favipiravir	C1=C(N=C(C(=O)N1)C(=O)N)F	InChI=1S/C5H4FN3O2/c6-2-1-8-5(11)3(9-2)4(7)10/h1H,(H2,7,10)(H,8,11)	5-fluoro-2-hydroxypyrazine-3-carboxamide ; favilavir ; T-705	http://www.wikidata.org/entity/Q16934561
00644	gonadorelin	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6	InChI=1S/C55H75N17O13/c1-29(2)19-38(49(80)67-37(9-5-17-60-55(57)58)54(85)72-18-6-10-43(72)53(84)62-25-44(56)75)66-46(77)26-63-47(78)39(20-30-11-13-33(74)14-12-30)68-52(83)42(27-73)71-50(81)40(21-31-23-61-35-8-4-3-7-34(31)35)69-51(82)41(22-32-24-59-28-64-32)70-48(79)36-15-16-45(76)65-36/h3-4,7-8,11-14,23-24,28-29,36-43,61,73-74H,5-6,9-10,15-22,25-27H2,1-2H3,(H2,56,75)(H,59,64)(H,62,84)(H,63,78)(H,65,76)(H,66,77)(H,67,80)(H,68,83)(H,69,82)(H,70,79)(H,71,81)(H4,57,58,60)/t36-,37-,38-,39-,40-,41-,42-,43-/m0/s1	GnRH ; Gonadotropin-releasing hormone ; Fertagyl ; GnRH-I ; Gonadoliberin I ; Gonadorelin decapeptide ; Gonadorelina ; Gonadoréline ; Gonadorelinum ; Luteinizing Hormone-releasing Factor Diacetate Tetrahydrate	http://www.wikidata.org/entity/Q20817116
01563	chloral hydrate	C(C(Cl)(Cl)Cl)(O)O	InChI=1S/C2H3Cl3O2/c3-2(4,5)1(6)7/h1,6-7H	1,1,1-trichloro-2,2-dihydroxyethane ; 1,1,1-trichloro-2,2-ethanediol ; 2,2,2-trichloro-1,1-ethanediol ; chloral monohydrate ; trichloroacetaldehyde hydrate	http://www.wikidata.org/entity/Q412340
00110	palivizumab				http://www.wikidata.org/entity/Q412765
01019	bethanechol	CC(C[N+](C)(C)C)OC(=O)N	InChI=1S/C7H16N2O2/c1-6(11-7(8)10)5-9(2,3)4/h6H,5H2,1-4H3,(H-,8,10)/p+1	(2-hydroxypropyl)trimethylammonium carbamate ; 2-(carbamoyloxy)-N,N,N-trimethylpropan-1-aminium ; 2-carbamoyloxypropyl-trimethylazanium ; amidopropyldimethylbetaine ; Amidopropyldimethylbetaine ; Bethanechol ; carbamoyl-beta-methylcholine ; Carbamoyl-beta-methylcholine ; carbamoyl-β-methylcholine ; carbamyl-beta-methylcholine ; Carbamyl-beta-methylcholine ; carbamyl-β-methylcholine ; Duvoid® ; Urecholine®	http://www.wikidata.org/entity/Q419059
13166	zofenopril	CC(CSC(=O)C1=CC=CC=C1)C(=O)N2CC(CC2C(=O)O)SC3=CC=CC=C3	InChI=1S/C22H23NO4S2/c1-15(14-28-22(27)16-8-4-2-5-9-16)20(24)23-13-18(12-19(23)21(25)26)29-17-10-6-3-7-11-17/h2-11,15,18-19H,12-14H2,1H3,(H,25,26)/t15-,18+,19+/m1/s1	SO-26991 ; SQ-26900 ; Zofenil ; Zofenopril ; Zofénopril ; Zofenoprilum	http://www.wikidata.org/entity/Q218284
00486	nabilone				http://www.wikidata.org/entity/Q419079
00290	bleomycin				http://www.wikidata.org/entity/Q415571
00619	imatinib	CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5	InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)	4-(4-methyl-piperazin-1-ylmethyl)-N-[4-methyl-3-(4-pyridin-3-yl-pyrimidin-2-ylamino)-phenyl]-benzamide ; alpha-(4-methyl-1-piperazinyl)-3'-{[4-(3-pyridyl)-2-pyrimidinyl]amino}-P-toluidide ; CGP 57148 ; QTI571 ; STI 571 ; STI571	http://www.wikidata.org/entity/Q177094
06799	methenamine	C1N2CN3CN1CN(C2)C3	InChI=1S/C6H12N4/c1-7-2-9-4-8(1)5-10(3-7)6-9/h1-6H2	HMT ; Methenamine ; 1,3,5,7-tetraazatricyclo[3.3.1.1(3,7)]decane ; hexamethylenamine ; Hexamethylene tetramine ; hexamethylenetetramine ; hexamine ; HMTA	http://www.wikidata.org/entity/Q71969
00425	zolpidem	CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C	InChI=1S/C19H21N3O/c1-13-5-8-15(9-6-13)19-16(11-18(23)21(3)4)22-12-14(2)7-10-17(22)20-19/h5-10,12H,11H2,1-4H3	Ambien® ; N,N,6-Trimethyl-2-(4-methylphenyl)imidazo(1,2-a)pyridine-3-acetamide ; SL 80.0750-23N ; SL-80.0750-23N ; Stilnoct® ; Zolpidem ; Zolpidemum	http://www.wikidata.org/entity/Q218842
11637	delamanid	CC1(CN2C=C(N=C2O1)[N+](=O)[O-])COC3=CC=C(C=C3)N4CCC(CC4)OC5=CC=C(C=C5)OC(F)(F)F	InChI=1S/C25H25F3N4O6/c1-24(15-31-14-22(32(33)34)29-23(31)38-24)16-35-18-4-2-17(3-5-18)30-12-10-20(11-13-30)36-19-6-8-21(9-7-19)37-25(26,27)28/h2-9,14,20H,10-13,15-16H2,1H3/t24-/m1/s1	OPC-67683	http://www.wikidata.org/entity/Q15408413
00690	flurazepam	CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F	InChI=1S/C21H23ClFN3O/c1-3-25(4-2)11-12-26-19-10-9-15(22)13-17(19)21(24-14-20(26)27)16-7-5-6-8-18(16)23/h5-10,13H,3-4,11-12,14H2,1-2H3	Dalmadorn ; Dalmane ; Flurazepam ; Flurazépam ; Flurazepamum ; Insumin ; Ro-5-6901 ; Ro-56901	http://www.wikidata.org/entity/Q418998
00571	propranolol	CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O	InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3	Hemangeol ; [2-hydroxy-3-(naphthalen-1-yloxy)propyl](propan-2-yl)amine ; 1-((1-Methylethyl)amino)-3-(1-naphthalenyloxy)-2-propanol ; 1-(isopropylamino)-3-(1-naphthyloxy)propan-2-ol ; b-Propranolol ; Bedranol ; beta-Propranolol ; Dociton ; Euprovasin ; Inderal ; Propanalol ; Propanix ; Propanolol ; propranolol hydrochloride ; Propranololum ; β-Propranolol	http://www.wikidata.org/entity/Q423364
12160	Bucillamine				http://www.wikidata.org/entity/Q4982752
00269	chlorotrianisene	COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC	InChI=1S/C23H21ClO3/c1-25-19-10-4-16(5-11-19)22(17-6-12-20(26-2)13-7-17)23(24)18-8-14-21(27-3)15-9-18/h4-15H,1-3H3	Chloortrianisestrol ; Chlorestrolo ; Chlorotrianisene ; Chlorotrianisenum ; Chlorotrianisine ; Chlorotrianizen ; Chlortrianisen ; chlortrianisestrol ; Chlortrianisestrol ; Chlortrianisoestrolum ; Chlortrianizen ; Clorotrianiseno ; Tace®	http://www.wikidata.org/entity/Q5103213
05294	vandetanib	CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC	InChI=1S/C22H24BrFN4O2/c1-28-7-5-14(6-8-28)12-30-21-11-19-16(10-20(21)29-2)22(26-13-25-19)27-18-4-3-15(23)9-17(18)24/h3-4,9-11,13-14H,5-8,12H2,1-2H3,(H,25,26,27)	Vandetanib ; 4-(4-Bromo-2-fluoroanilino)-6-methoxy-7-[(1-methylpiperidin-4-yl)methoxy]quinazoline ; Caprelsa® ; CH 331 ; N-(4-Bromo-2-fluorophenyl)-6-methoxy-7-((1-methyl-4-piperidinyl)methoxy)-4-quinazolinamine ; N-(4-Bromo-2-fluorophenyl)-6-methoxy-7-((1-methylpiperidin-4-yl)methoxy)quinazolin-4-amine ; ZD 6474 ; ZD-6474 ; ZD6474	http://www.wikidata.org/entity/Q7914515
01089	deserpidine	COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC	InChI=1S/C32H38N2O8/c1-37-24-12-17(13-25(38-2)29(24)39-3)31(35)42-26-14-18-16-34-11-10-20-19-8-6-7-9-22(19)33-28(20)23(34)15-21(18)27(30(26)40-4)32(36)41-5/h6-9,12-13,18,21,23,26-27,30,33H,10-11,14-16H2,1-5H3/t18-,21+,23-,26-,27+,30+/m1/s1	(3beta,16beta,17alpha,18beta,20alpha)-17-methoxy-18-[(3,4,5-trimethoxybenzoyl)oxy]yohimban-16-carboxylic acid methyl ester ; (3beta,16beta,17alpha,18beta,20alpha)-17-Methoxy-18-[(3,4,5-trimethoxybenzoyl)oxy]yohimban-16-carboxylic acid methyl ester ; 11-demethoxyreserpine ; 11-desmethoxyreserpine ; canescine ; Canescine ; Deserpidina ; Deserpidine ; Deserpidinum ; Harmonyl ; Harmonyl® ; Raunormine ; recanescin ; recanescine ; Recanescine	http://www.wikidata.org/entity/Q5263885
01036	tolterodine	CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2	InChI=1S/C22H31NO/c1-16(2)23(17(3)4)14-13-20(19-9-7-6-8-10-19)21-15-18(5)11-12-22(21)24/h6-12,15-17,20,24H,13-14H2,1-5H3/t20-/m1/s1	Tolterodine ; (+)-(R)-2-(alpha-(2-(Diisopropylamino)ethyl)benzyl)-p-cresol ; (+)-Tolterodine ; Detrol® ; Detrusitol® ; KABI-2234 ; Tolterodina ; Tolterodinum	http://www.wikidata.org/entity/Q424312
01330	cefotetan				http://www.wikidata.org/entity/Q2602246
00240	alclometasone	CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl	InChI=1S/C22H29ClO5/c1-11-6-14-18-15(23)8-12-7-13(25)4-5-20(12,2)19(18)16(26)9-21(14,3)22(11,28)17(27)10-24/h4-5,7,11,14-16,18-19,24,26,28H,6,8-10H2,1-3H3/t11-,14+,15-,16+,18-,19+,20+,21+,22+/m1/s1	(7alpha,11beta,16alpha)-7-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione ; 7alpha-Chloro-16alpha-methylprednisolone ; 7α-Chloro-16α-methylprednisolone ; Aclometasone ; Alclometasone	http://www.wikidata.org/entity/Q4713192
00733	pralidoxime	CN1C=CC=CC1=C[NH+]=O	InChI=1S/C7H8N2O/c1-9-5-3-2-4-7(9)6-8-10/h2-6H,1H3/p+1	2-PAM	http://www.wikidata.org/entity/Q2735334
00716	nedocromil	CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O	InChI=1S/C19H17NO7/c1-3-5-9-16-10(13(21)7-12(18(23)24)20(16)4-2)6-11-14(22)8-15(19(25)26)27-17(9)11/h6-8H,3-5H2,1-2H3,(H,23,24)(H,25,26)	9-ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4H-pyrano(3,2-g)quinoline-2,8-dicarboxylic acid ; FPL-59002	http://www.wikidata.org/entity/Q416706
00991	oxaprozin	C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3	InChI=1S/C18H15NO3/c20-16(21)12-11-15-19-17(13-7-3-1-4-8-13)18(22-15)14-9-5-2-6-10-14/h1-10H,11-12H2,(H,20,21)	Danoprox ; Daypro® ; Dayrun ; Deflam ; Duraprox ; Oxaprozin ; Oxaprozina ; Oxaprozine ; Oxaprozinum ; Walix ; WY-21743	http://www.wikidata.org/entity/Q1749609
00339	pyrazinamide	C1=CN=C(C=N1)C(=O)N	InChI=1S/C5H5N3O/c6-5(9)4-3-7-1-2-8-4/h1-3H,(H2,6,9)	Pyrazinamide ; PZA ; 2-carbamylpyrazine ; 2-pyrazinecarboxamide ; Aldinamide ; Pirazinamida ; Pirazinamide ; Pyrazinamid ; Pyrazinamida ; Pyrazinamidum ; Pyrazine carboxamide ; pyrazine-2-carboxamide ; Pyrazineamide ; Pyrazinecarboxamide ; Pyrazinoic acid amide ; Pyrizinamide ; Zinamide®	http://www.wikidata.org/entity/Q417571
01589	quazepam	C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F	InChI=1S/C17H11ClF4N2S/c18-10-5-6-14-12(7-10)16(11-3-1-2-4-13(11)19)23-8-15(25)24(14)9-17(20,21)22/h1-7H,8-9H2	SCH-16134	http://www.wikidata.org/entity/Q3927403
01025	amlexanox	CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N	InChI=1S/C16H14N2O4/c1-7(2)8-3-4-12-9(5-8)13(19)10-6-11(16(20)21)14(17)18-15(10)22-12/h3-7H,1-2H3,(H2,17,18)(H,20,21)	2-amino-7-isopropyl-5-oxo-5H-(1)benzopyrano(2,3-b)pyridine-3-carboxylic acid ; AA-673 ; CHX-3673	http://www.wikidata.org/entity/Q695611
01942	formic acid	C(=O)O	InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)	aminic acid ; formylic acid ; H-COOH ; HCO2H ; HCOOH ; hydrogen carboxylic acid ; methanoic acid ; methoic acid	http://www.wikidata.org/entity/Q161233
00945	aspirin	CC(=O)OC1=CC=CC=C1C(=O)O	InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)	2-acetoxybenzenecarboxylic acid ; 2-acetoxybenzoic acid ; 2-carboxyphenyl acetate ; o-(acetyloxy)benzoic acid ; o-acetylsalicylic acid ; acetysalicylic acid ; ASA ; acetylsalicylic acid ; o-acetoxybenzoic acid ; o-carboxyphenyl acetate ; salicylic acid acetate	http://www.wikidata.org/entity/Q18216
01095	fluvastatin	CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F	InChI=1S/C24H26FNO4/c1-15(2)26-21-6-4-3-5-20(21)24(16-7-9-17(25)10-8-16)22(26)12-11-18(27)13-19(28)14-23(29)30/h3-12,15,18-19,27-28H,13-14H2,1-2H3,(H,29,30)/b12-11+/t18-,19-/m1/s1	(+)-(3R,5S)-fluvastatin ; (3R,5S,6E)-7-[3-(4-fluorophenyl)-1-isopropyl-1H-indol-2-yl]-3,5-dihydroxyhept-6-enoic acid ; Canef® ; Lescol® ; XUO320	http://www.wikidata.org/entity/Q417942
